epoch,phase,total,pde,ic,bc,lr,quantum_grad_norm,elapsed_sec
1,adam,3.1122238636016846,2.3318612575531006,0.649432897567749,0.13092964887619019,0.001,2.0410516262054443,5.398349800147116
100,adam,0.7776688933372498,0.2643536627292633,0.49986207485198975,0.013453186489641666,0.001,0.3285905718803406,177.20793530019
200,adam,0.5273886919021606,0.05406675115227699,0.47266021370887756,0.0006617127219215035,0.001,0.08268243819475174,374.0083541003987
300,adam,0.48270803689956665,0.014085323549807072,0.46856653690338135,5.6167355069192126e-05,0.001,0.02550135739147663,660.5653045000508
400,adam,0.4719620645046234,0.004390154033899307,0.46753859519958496,3.3317413908662274e-05,0.001,0.010216866619884968,1075.8939367001876
500,adam,0.46971210837364197,0.002407253487035632,0.46725818514823914,4.665732922148891e-05,0.001,0.006365911569446325,1523.7984695001505
600,adam,0.4693129062652588,0.002144936937838793,0.4671132564544678,5.470520773087628e-05,0.001,0.005778742488473654,1983.8151940000243
700,adam,0.4691885709762573,0.0021641822531819344,0.46696609258651733,5.828863140777685e-05,0.001,0.005781902465969324,2412.1577574000694
800,adam,0.4691099226474762,0.0022094356827437878,0.4668407738208771,5.972759026917629e-05,0.0005,0.0058319768868386745,2832.6430175001733
900,adam,0.4690537452697754,0.002246157731860876,0.46674710512161255,6.0473685152828693e-05,0.0005,0.005870862863957882,3253.407137800008
1000,adam,0.4689926207065582,0.0022878777235746384,0.4666435718536377,6.117409793660045e-05,0.0005,0.005913094151765108,3674.9217986003496
1100,adam,0.46892622113227844,0.0023346170783042908,0.4665297269821167,6.186497193994e-05,0.0005,0.005958243273198605,4090.40159660019
1200,adam,0.46885430812835693,0.002386560896411538,0.46640515327453613,6.257108179852366e-05,0.0005,0.006006170064210892,4505.196038800292
1300,adam,0.4687764346599579,0.002443939447402954,0.46626919507980347,6.330393080133945e-05,0.0005,0.006056651007384062,4930.315724200103
1400,adam,0.46869227290153503,0.0025070556439459324,0.4661211371421814,6.406900502042845e-05,0.0005,0.006109509151428938,5355.621443000156
1500,adam,0.46860140562057495,0.0025761860888451338,0.4659603536128998,6.487117934739217e-05,0.00025,0.006164592690765858,5781.431618900038
1600,adam,0.46855199337005615,0.0026140890549868345,0.4658726155757904,6.529757956741378e-05,0.00025,0.0061937118880450726,6205.155061700381
1700,adam,0.4684995710849762,0.002654553856700659,0.46577927470207214,6.574352300958708e-05,0.00025,0.00622405344620347,6620.814535800368
1800,adam,0.4684434235095978,0.0026980487164109945,0.4656791687011719,6.621708598686382e-05,0.00025,0.0062558152712881565,6971.434951400384
1900,adam,0.46838343143463135,0.0027447552420198917,0.46557193994522095,6.671265873592347e-05,0.00025,0.006288993638008833,7144.767170700245
2000,adam,0.4683191478252411,0.002794852014631033,0.4654570519924164,6.723554542986676e-05,0.00025,0.006323482841253281,7338.367681300268
2100,adam,0.46825048327445984,0.0028485774528235197,0.46533411741256714,6.778921670047566e-05,0.00025,0.006359317805618048,7542.618798600044
2200,adam,0.4681771397590637,0.002906094305217266,0.4652026891708374,6.837521505076438e-05,0.00025,0.006396360229700804,7741.031338000204
2300,adam,0.4681183695793152,0.0029522820841521025,0.46509724855422974,6.88353247824125e-05,0.000125,0.006425156258046627,7936.7208140003495
2400,adam,0.4680767059326172,0.002985011786222458,0.4650225341320038,6.91662571625784e-05,0.000125,0.006445114500820637,8133.796495100018
2500,adam,0.468032568693161,0.003019751748070121,0.4649433195590973,6.950991519261152e-05,0.000125,0.006465927232056856,8351.889639700297
2600,adam,0.46798568964004517,0.003056609071791172,0.4648591876029968,6.987385131651536e-05,0.000125,0.0064874510280787945,8569.797894500196
2700,adam,0.4679359495639801,0.0030957418493926525,0.46476995944976807,7.025709055596963e-05,0.000125,0.006509778089821339,8770.701869800221
2800,adam,0.46788331866264343,0.0031371950171887875,0.4646754562854767,7.066370017128065e-05,0.000125,0.006532758474349976,8969.332449100446
2900,adam,0.4678274095058441,0.0031811499502509832,0.4645751714706421,7.10923777660355e-05,0.000125,0.006556423846632242,9165.098777000327
3000,adam,0.46776828169822693,0.003227728419005871,0.46446898579597473,7.154326158342883e-05,6.25e-05,0.00658071506768465,9387.205074300058
3001,lbfgs,0.4677676856517792,0.003228209214285016,0.4644679129123688,7.15480709914118e-05,1,0.0065809618681669235,2.8477532998658717
3100,lbfgs,0.4466213285923004,0.023784268647432327,0.4226967692375183,0.00014026564895175397,1,0.007177375257015228,213.23165159998462
3200,lbfgs,0.4401249885559082,0.029159992933273315,0.41079673171043396,0.0001682678412180394,1,0.003624311415478587,438.3042501001619
3300,lbfgs,0.4386959671974182,0.029390979558229446,0.40913277864456177,0.00017221132293343544,1,0.003170349635183811,649.2080307998694
