epoch,phase,total,pde,ic,bc,lr,quantum_grad_norm,elapsed_sec
1,adam,0.5521734952926636,0.03559712693095207,0.451285183429718,0.06529117375612259,0.001,0.1558094620704651,1.8082874002866447
100,adam,0.3646743595600128,0.041255753487348557,0.31203165650367737,0.01138695515692234,0.001,0.1203874722123146,29.788271800149232
200,adam,0.2950049042701721,0.05737943574786186,0.21857406198978424,0.019051406532526016,0.001,0.08684439957141876,59.29436690034345
300,adam,0.25309714674949646,0.07582122832536697,0.16354717314243317,0.013728749938309193,0.001,0.057415515184402466,89.19694420043379
400,adam,0.23973500728607178,0.07817386835813522,0.15016816556453705,0.011392980813980103,0.001,0.04485568031668663,120.28454460017383
500,adam,0.22779637575149536,0.07652213424444199,0.14115917682647705,0.010115064680576324,0.001,0.04334711655974388,151.41466190014035
600,adam,0.2145746499300003,0.07094001024961472,0.1346549093723297,0.008979717269539833,0.001,0.041477132588624954,183.9498574002646
700,adam,0.20176154375076294,0.06965582072734833,0.1255108267068863,0.0065948981791734695,0.001,0.03518500551581383,217.33888510009274
800,adam,0.19402138888835907,0.07081373035907745,0.11819485574960709,0.005012793932110071,0.0005,0.03393838182091713,251.07375039998442
900,adam,0.1888471245765686,0.07073890417814255,0.11378329247236252,0.004324928857386112,0.0005,0.03248145058751106,286.04220050014555
1000,adam,0.1835939735174179,0.0698806643486023,0.10989997535943985,0.0038133454509079456,0.0005,0.029895681887865067,324.1782534001395
1100,adam,0.17846012115478516,0.06867827475070953,0.10636714100837708,0.0034147007390856743,0.0005,0.026486415416002274,363.24190460005775
1200,adam,0.1738927811384201,0.06770551949739456,0.10308253020048141,0.0031047321390360594,0.0005,0.02195693366229534,401.1873109000735
1300,adam,0.17033801972866058,0.06721248477697372,0.10024652630090714,0.002879001433029771,0.0005,0.016791101545095444,439.2652565003373
1400,adam,0.16781491041183472,0.06706859916448593,0.09802164137363434,0.002724675228819251,0.0005,0.012203234247863293,482.8543095001951
1500,adam,0.16602173447608948,0.06708693504333496,0.09632264077663422,0.0026121651753783226,0.00025,0.00912032462656498,524.7289840001613
1600,adam,0.16528242826461792,0.06712334603071213,0.09559804946184158,0.0025610383599996567,0.00025,0.008236806839704514,562.9745424999855
1700,adam,0.16460514068603516,0.06716541200876236,0.09492902457714081,0.002510693622753024,0.00025,0.007709929253906012,592.9427196001634
1800,adam,0.16396434605121613,0.06720825284719467,0.0942966639995575,0.0024594173301011324,0.00025,0.007457373198121786,625.5678531001322
1900,adam,0.16334685683250427,0.0672423243522644,0.09369758516550064,0.002406951505690813,0.00025,0.007388060446828604,656.8217325001024
2000,adam,0.16274262964725494,0.06725940108299255,0.09312964230775833,0.002353597665205598,0.00025,0.007437586318701506,691.5666768001392
2100,adam,0.16214381158351898,0.06725186109542847,0.09259209781885147,0.0022998603526502848,0.00025,0.007558166515082121,725.9462596001104
2200,adam,0.16154435276985168,0.06721517443656921,0.0920833870768547,0.0022457814775407314,0.00025,0.007712271064519882,761.9673801003955
2300,adam,0.16108790040016174,0.06716778874397278,0.09171536564826965,0.002204745542258024,0.000125,0.007829798385500908,803.4728469001129
2400,adam,0.1607780158519745,0.0671272724866867,0.09147391468286514,0.002176817273721099,0.000125,0.007912675850093365,847.7490851003677
2500,adam,0.16046030819416046,0.06707942485809326,0.09123258292675018,0.002148295985534787,0.000125,0.007989071309566498,890.7421408002265
2600,adam,0.1601351499557495,0.06702519208192825,0.09099078178405762,0.0021191849373281,0.000125,0.008057761006057262,941.3872880004346
2700,adam,0.15980319678783417,0.06696625798940659,0.09074758738279343,0.0020893453620374203,0.000125,0.008105253800749779,992.0630970001221
2800,adam,0.15946534276008606,0.06690225750207901,0.09050414711236954,0.002058939076960087,0.000125,0.008149581961333752,1035.799872000236
2900,adam,0.15912280976772308,0.06683552265167236,0.09025942534208298,0.0020278519950807095,0.000125,0.008175438269972801,1069.8696409002878
3000,adam,0.15877695381641388,0.06676717102527618,0.09001371264457703,0.001996076898649335,6.25e-05,0.008174997754395008,1102.919588400051
3001,lbfgs,0.1587735265493393,0.06676651537418365,0.09001121670007706,0.001995787024497986,1,0.008172407746315002,0.3410392999649048
3100,lbfgs,0.14468292891979218,0.06740386039018631,0.076565220952034,0.000713837391231209,1,0.043531108647584915,33.10490439971909
3200,lbfgs,0.13997958600521088,0.061843231320381165,0.07657336443662643,0.0015630042180418968,1,0.14410428702831268,66.97807879978791
3300,lbfgs,0.12835422158241272,0.056722208857536316,0.07070989906787872,0.0009221165091730654,1,0.03674674406647682,102.05953079974279
