epoch,phase,total,pde,ic,bc,lr,quantum_grad_norm,elapsed_sec
1,adam,0.820762574672699,0.1448279470205307,0.16717013716697693,0.5087645053863525,0.001,,2.1704463995993137
200,adam,0.37157440185546875,0.004478050395846367,0.3109920620918274,0.05610429868102074,0.001,,4.778097899630666
400,adam,0.31877899169921875,0.013233701698482037,0.26196327805519104,0.043582018464803696,0.001,,7.264647299889475
600,adam,0.1922391653060913,0.025785207748413086,0.14425021409988403,0.022203749045729637,0.001,,9.661081799771637
800,adam,0.15159180760383606,0.05061947554349899,0.09188341349363327,0.00908892136067152,0.001,,12.248848099727184
1000,adam,0.14690661430358887,0.05323130637407303,0.08580580353736877,0.007869509980082512,0.001,,14.620533699635416
1200,adam,0.14348793029785156,0.052704181522130966,0.08363842964172363,0.007145319599658251,0.001,,16.919182299636304
1400,adam,0.13923609256744385,0.051909346133470535,0.08124208450317383,0.006084665656089783,0.001,,19.45547919999808
1600,adam,0.13417382538318634,0.051532745361328125,0.07734555006027222,0.0052955313585698605,0.001,,21.805687400046736
1800,adam,0.1293843537569046,0.05048440769314766,0.07433333247900009,0.004566608928143978,0.001,,24.30763980001211
2000,adam,0.12330416589975357,0.04799937829375267,0.07144121825695038,0.0038635667879134417,0.0005,,26.7274293997325
2200,adam,0.11994443833827972,0.046805281192064285,0.06964228302240372,0.00349687272682786,0.0005,,29.345815300010145
2400,adam,0.1166592389345169,0.045886825770139694,0.06763922423124313,0.003133190795779228,0.0005,,31.78373479982838
2600,adam,0.11353633552789688,0.04518170654773712,0.06557199358940125,0.0027826381847262383,0.0005,,34.438595899846405
2800,adam,0.11060459166765213,0.04454227164387703,0.06361017376184464,0.0024521423038095236,0.0005,,36.73493599984795
3000,adam,0.10785563290119171,0.04384493827819824,0.061869651079177856,0.0021410430781543255,0.0005,,39.0861896998249
3200,adam,0.10516785830259323,0.04299424961209297,0.060357436537742615,0.0018161757616326213,0.0005,,41.63807290000841
3400,adam,0.10244664549827576,0.042057666927576065,0.058954473584890366,0.0014345045201480389,0.0005,,44.159682899713516
3600,adam,0.10003605484962463,0.041271597146987915,0.05768198519945145,0.0010824705241248012,0.0005,,46.503307399805635
3800,adam,0.09820260107517242,0.040663253515958786,0.05669280141592026,0.0008465501596219838,0.0005,,49.28384709963575
4000,adam,0.09681838750839233,0.040177129209041595,0.05594153702259064,0.0006997183081693947,0.00025,,51.81542579969391
4200,adam,0.0962274819612503,0.03996431455016136,0.05561599135398865,0.0006471707602031529,0.00025,,54.4079523999244
4400,adam,0.09567219018936157,0.039762210100889206,0.055306483060121536,0.0006034995894879103,0.00025,,57.26596560003236
4600,adam,0.09513793885707855,0.03956406190991402,0.05500708892941475,0.0005667893565259874,0.00025,,59.988083499949425
4800,adam,0.09461457282304764,0.03936462104320526,0.05471466854214668,0.000535289291292429,0.00025,,62.69303249986842
5000,adam,0.09409455209970474,0.039160989224910736,0.054426226764917374,0.0005073312786407769,0.00025,,65.39276969991624
5200,adam,0.0935734286904335,0.038953378796577454,0.05413857474923134,0.0004814794519916177,0.00025,,68.13491989998147
5400,adam,0.09304987639188766,0.038744501769542694,0.05384889245033264,0.0004564800183288753,0.00025,,70.6375243999064
5600,adam,0.09252381324768066,0.03853785991668701,0.05355488136410713,0.00043107286910526454,0.00025,,73.28290489967912
5800,adam,0.09199292957782745,0.038332078605890274,0.053257107734680176,0.0004037467879243195,0.00025,,75.75087409978732
6000,adam,0.09144939482212067,0.038115691393613815,0.052960678935050964,0.00037301992415450513,0.000125,,78.52329869987443
6200,adam,0.09116477519273758,0.037995822727680206,0.05281319469213486,0.00035575582296587527,0.000125,,80.92613869998604
6400,adam,0.09086879342794418,0.037863221019506454,0.05266807973384857,0.0003374914813321084,0.000125,,83.40588739980012
6600,adam,0.09056080132722855,0.03771581873297691,0.05252625048160553,0.00031872757244855165,0.000125,,85.85111219994724
6800,adam,0.09024224430322647,0.03755439445376396,0.0523877814412117,0.00030007390887476504,0.000125,,88.33430829970166
7000,adam,0.08991501480340958,0.037380751222372055,0.05225222557783127,0.00028204411501064897,0.000125,,90.6572355995886
7200,adam,0.0895809456706047,0.0371977798640728,0.05211819335818291,0.00026497189537622035,0.000125,,93.30353999976069
7400,adam,0.08924147486686707,0.03700800612568855,0.051984503865242004,0.00024896542890928686,0.000125,,95.80594589980319
7600,adam,0.08889755606651306,0.03681304678320885,0.05185047164559364,0.00023403418890666217,0.000125,,98.23940559988841
7800,adam,0.0885496661067009,0.03661360219120979,0.0517159067094326,0.00022015355352777988,0.000125,,100.8152944999747
8000,adam,0.08819789439439774,0.03640969097614288,0.05158089101314545,0.00020731236145365983,6.25e-05,,103.32159639988095
8001,lbfgs,0.08819612115621567,0.036408644169569016,0.05158022791147232,0.00020725074864458293,1,,0.009345700033009052
8200,lbfgs,0.05300407111644745,0.02137032523751259,0.031450122594833374,0.00018362293485552073,1,,2.2597087998874485
8400,lbfgs,0.04867902025580406,0.018482550978660583,0.030173029750585556,2.3440685254172422e-05,1,,4.2325197998434305
8600,lbfgs,0.045000966638326645,0.018024908378720284,0.026944052428007126,3.2002179068513215e-05,1,,6.277159200049937
8800,lbfgs,0.04238326847553253,0.017982013523578644,0.024364085868000984,3.71713176718913e-05,1,,8.44928940013051
9000,lbfgs,0.041125595569610596,0.017779193818569183,0.023290487006306648,5.591589797404595e-05,1,,10.620951800141484
9200,lbfgs,0.03863227367401123,0.019037747755646706,0.019564276561141014,3.024853504030034e-05,1,,12.737809100188315
9400,lbfgs,0.03727230429649353,0.01734192855656147,0.019905395805835724,2.4982011382235214e-05,1,,14.879542499780655
9600,lbfgs,0.036494627594947815,0.017925109714269638,0.018557308241724968,1.2209963642817456e-05,1,,17.063649599906057
