epoch,phase,total,pde,ic,bc,lr,quantum_grad_norm,elapsed_sec
1,adam,0.6235208511352539,0.08600349724292755,0.42841246724128723,0.10910486429929733,0.001,0.33942097425460815,5.044443499762565
100,adam,0.36624860763549805,0.054983098059892654,0.3013429343700409,0.009922550991177559,0.001,0.12151356786489487,51.36035309964791
200,adam,0.32318928837776184,0.05423559620976448,0.2544594407081604,0.014494231902062893,0.001,0.08049027621746063,151.03101829998195
300,adam,0.2980932295322418,0.060308173298835754,0.21807780861854553,0.01970723830163479,0.001,0.05321584269404411,253.1273207999766
400,adam,0.2790246307849884,0.06464970856904984,0.19396770000457764,0.02040722221136093,0.001,0.05883750692009926,355.6240961998701
500,adam,0.2508341073989868,0.06557051837444305,0.16951565444469452,0.015747936442494392,0.001,0.055013492703437805,458.03051809966564
600,adam,0.22364014387130737,0.06895521283149719,0.1440477818250656,0.010637141764163971,0.001,0.03672660514712334,563.7132799997926
700,adam,0.2090516835451126,0.07238835096359253,0.1286337524652481,0.008029578253626823,0.001,0.031018981710076332,662.4128167997114
800,adam,0.1985805481672287,0.0748240277171135,0.11743708699941635,0.0063194348476827145,0.001,0.026564868167042732,763.9098749998957
900,adam,0.1913675218820572,0.07670008391141891,0.10917959362268448,0.005487849935889244,0.001,0.0244073998183012,865.8577844998799
1000,adam,0.18434830009937286,0.07669936865568161,0.10269398987293243,0.004954945296049118,0.001,0.024696415290236473,970.3127089999616
1100,adam,0.17818760871887207,0.07715928554534912,0.09672296792268753,0.004305367358028889,0.001,0.024917008355259895,1073.8291121996008
1200,adam,0.17191645503044128,0.07549320161342621,0.09297794103622437,0.0034453137777745724,0.001,0.025859389454126358,1176.2679910999723
1300,adam,0.166977196931839,0.07300231605768204,0.09112083166837692,0.0028540464118123055,0.001,0.016275737434625626,1278.0522901997901
1400,adam,0.16436296701431274,0.07206649333238602,0.08964230865240097,0.00265416968613863,0.001,0.009608485735952854,1379.689076599665
1500,adam,0.1629435420036316,0.07160507142543793,0.08873091638088226,0.0026075614150613546,0.001,0.0066599235869944096,1482.0819357996807
1600,adam,0.1620154082775116,0.07112301886081696,0.08828800171613693,0.0026043953839689493,0.001,0.005502864718437195,1583.6618263996206
